Manufacturer,Model,Variant,Ex-Showroom Price(Rs),Drivetrain,Cylinders,Body_Type,Type,Fuel_Type,Seating_Capacity
Tata,Nano Genx,Xt,292667,RWD ,2,Hatchback,Manual,Petrol,4
Tata,Nano Genx,Xe,236447,RWD ,2,Hatchback,Manual,Petrol,4
Tata,Nano Genx,Emax Xm,296661,RWD ,2,Hatchback,Manual,CNG,4
Tata,Nano Genx,Xta,334768,RWD ,2,Hatchback,Automatic,Petrol,4
Tata,Nano Genx,Xm,272223,RWD ,2,Hatchback,Manual,Petrol,4
Tata,Nano Genx,Xma,314815,RWD ,2,Hatchback,Automatic,Petrol,4
Datsun,Redi-Go,D,279650,FWD,3,Hatchback,Manual,Petrol,5
Datsun,Redi-Go,T,351832,FWD,3,Hatchback,Manual,Petrol,5
Datsun,Redi-Go,A,333419,FWD,3,Hatchback,Manual,Petrol,5
Datsun,Redi-Go,S,362000,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Redi-Go,1.0 S,390000,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Redi-Go,1.0 S Amt,437065,FWD ,3,Hatchback,Automatic,Petrol,5
Renault,Kwid,Rxe 0.8,353290,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Std 0.8,283290,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Rxl 0.8,383290,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Rxt 0.8,413290,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Rxt 1.0,433290,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Climber 1.0 Mt,454490,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Rxt Amt 1.0,463290,FWD ,3,Hatchback,Automatic,Petrol,5
Renault,Kwid,Climber Amt 1.0,484490,FWD ,3,Hatchback,Automatic,Petrol,5
Renault,Kwid,Rxt (O) 1.0,440990,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Rxt (O) Amt 1.0,470990,FWD ,3,Hatchback,Automatic,Petrol,5
Renault,Kwid,Climber (O) Mt 1.0,462190,FWD ,3,Hatchback,Manual,Petrol,5
Renault,Kwid,Climber (O) Amt 1.0,492190,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Eeco,5 Str,352136,RWD ,4,MPV,Manual,Petrol,5
MarutiSuzuki,Eeco,7 Str,380573,FWD ,4,MPV,Manual,Petrol,7
MarutiSuzuki,Eeco,5 Str With Ac+Htr,392967,RWD ,4,MPV,Manual,Petrol,5
MarutiSuzuki,Eeco,5 Str With Ac+Htr Cng,466057,RWD ,4,MPV,Manual,CNG,5
MarutiSuzuki,Eeco,5 Str With Htr Cng,425255,RWD ,4,MPV,Manual,CNG,5
MarutiSuzuki,Alto K10,Lxi,377588,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto K10,Vxi,394036,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto K10,Lx,360843,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto K10,Vxi (O),407238,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Alto K10,Lxi Cng (O),439777,FWD ,3,Hatchback,Manual,CNG,5
MarutiSuzuki,Alto K10,Vxi Amt (O),438559,FWD ,3,Hatchback,Automatic,Petrol,5
Datsun,Go,D,374990,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,T,468229,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,T (O),502492,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,A (O),499990,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,A,469990,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,T Vdc,528464,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,T (O) Vdc,553015,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,T Cvt,594464,FWD ,3,Hatchback,Manual,Petrol,5
Datsun,Go,T (O) Cvt,618015,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio Tour,H2,422444,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio Tour,H2 Cng,480670,FWD ,3,Hatchback,Manual,CNG,5
Hyundai,Santro,Era Mt,429990,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Santro,Magna Mt,503990,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Santro,Magna Mt Cng,547990,FWD ,4,Hatchback,Manual,CNG,5
Hyundai,Santro,Magna Amt,530990,FWD ,4,Hatchback,AMT,Petrol,5
Hyundai,Santro,Sportz Mt,512990,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Santro,Sportz Mt Cng,578990,FWD ,4,Hatchback,Manual,CNG,5
Hyundai,Santro,Sportz Amt,570990,FWD ,4,Hatchback,AMT,Petrol,5
Hyundai,Santro,Asta Mt,556490,FWD ,4,Hatchback,Manual,Petrol,5
Tata,Tiago,Revotron Xe,460000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Tiago,Revotron Xt,520000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Tiago,Revotron Xz,570000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Tiago,Revotron Xz Plus,599000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Tiago,Revotron Xz Plus Dual Tone,610000,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Tiago,Revotron Xza,620000,FWD ,3,Hatchback,AMT,Petrol,5
Tata,Tiago,Revotron Xza Plus,649000,FWD ,3,Hatchback,AMT,Petrol,5
Tata,Tiago,Revotron Xza Plus Dual Tone,660000,FWD ,3,Hatchback,AMT,Petrol,5
MarutiSuzuki,Celerio X,Vxi (O),481074,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio X,Vxi,475198,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio X,Vxi Amt,518198,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Celerio X,Vxi Amt (O),524074,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Celerio X,Zxi,499734,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio X,Zxi (O),540350,FWD ,3,Hatchback,Manual,Petrol,5
MarutiSuzuki,Celerio X,Zxi Amt,542735,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Celerio X,Zxi Amt (O),552350,FWD ,3,Hatchback,Automatic,Petrol,5
MarutiSuzuki,Ignis,Alpha 1.2 Amt,713898,FWD ,4,Hatchback,AMT,Petrol,5
MarutiSuzuki,Ignis,Alpha 1.2 Mt,666898,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Ignis,Delta 1.2 Amt,607841,FWD ,4,Hatchback,AMT,Petrol,5
MarutiSuzuki,Ignis,Delta 1.2 Mt,560841,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Ignis,Sigma 1.2 Mt,483320,FWD ,4,Hatchback,Manual,Petrol,5
MarutiSuzuki,Ignis,Zeta 1.2 Amt,630320,FWD ,4,Hatchback,AMT,Petrol,5
MarutiSuzuki,Ignis,Zeta 1.2 Mt,583320,FWD ,4,Hatchback,Manual,Petrol,5
Renault,Triber,Rxe,495000,FWD ,3,MUV,Manual,Petrol,7
Renault,Triber,Rxl,559000,FWD ,3,MUV,Manual,Petrol,7
Renault,Triber,Rxt,609000,FWD ,3,MUV,Manual,Petrol,7
Renault,Triber,Rxz,663000,FWD ,3,MUV,Manual,Petrol,7
Toyota,Etios Liva,G,520300,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,V,581000,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,Gd,647800,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Liva,Vx,630000,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,Vxd,745000,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Liva,Vd,704000,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Liva,Dual Tone V,597700,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,Dual Tone Vd,720700,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Liva,Dual Tone Vx,641700,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,Dual Tone Vxd,756700,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Liva,Gx,558400,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,Gxd,686000,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,FWD ,4,Hatchback,Manual,Diesel,5
Nissan,Micra Active,Xl,525021,FWD ,3,Hatchback,Manual,Petrol,5
Nissan,Micra Active,Xv,599950,FWD ,3,Hatchback,Manual,Petrol,5
Nissan,Micra Active,Xl (O),563133,FWD ,3,Hatchback,Manual,Petrol,5
Tata,Bolt,Xt Diesel,787980,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Bolt,Xe Diesel,661111,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Bolt,Xm Diesel,693798,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Bolt,Xms Diesel,719661,FWD ,4,Hatchback,Manual,Diesel,5
Tata,Bolt,Xt Petrol,674960,FWD ,4,Hatchback,Manual,Petrol,5
Tata,Bolt,Xe Petrol,529035,FWD ,4,Hatchback,Manual,Petrol,5
Tata,Bolt,Xm Petrol,590268,FWD ,4,Hatchback,Manual,Petrol,5
Tata,Bolt,Xms Petrol,614515,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Xcent Prime,Cng T + (Cng +,556130,FWD ,4,Sedan,Manual,CNG_Petrol,5
Hyundai,Xcent Prime,T,536859,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Xcent Prime,T+,556130,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Xcent Prime,Cng T (Cng +,536859,FWD ,4,Sedan,Manual,CNG_Petrol,5
Hyundai,Xcent Prime,T+ Crdi,639616,FWD ,4,Sedan,Manual,Diesel,5
Hyundai,Xcent Prime,T Crdi,620297,FWD ,4,Sedan,Manual,Diesel,5
MarutiSuzuki,Dzire Tour,Ldi,653523,FWD ,4,Sedan,Manual,Diesel,5
MarutiSuzuki,Dzire Tour,Lxi,553423,FWD ,4,Sedan,Manual,Petrol,5
MarutiSuzuki,Dzire Tour,Lxi Cng,598940,FWD ,4,Sedan,Manual,CNG,5
Hyundai,Elite I20,Era 1.2,559693,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Elite I20,Era 1.4 Crdi,697803,FWD ,4,Hatchback,Manual,Diesel,5
Hyundai,Elite I20,Magna Plus,634950,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Elite I20,Magna Plus Crdi,770803,FWD ,4,Hatchback,Manual,Diesel,5
Hyundai,Elite I20,Sportz Plus,721693,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876103,FWD ,4,Hatchback,Manual,Diesel,5
Hyundai,Elite I20,Asta (O) 1.2,808993,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Elite I20,Asta (O) Crdi,934003,FWD ,4,Hatchback,Manual,Diesel,5
Hyundai,Elite I20,Asta (O) Cvt,920993,FWD ,4,Hatchback,Automatic,Petrol,5
Hyundai,Elite I20,Sportz Plus Dual Tone,751693,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Elite I20,Sportz Plus Cvt,831693,FWD ,4,Hatchback,Manual,Petrol,5
Hyundai,Elite I20,Sportz Plus Crdi,846103,FWD ,4,Hatchback,Manual,Diesel,5
Hyundai,Aura,E 1.2 Petrol,579900,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Aura,S 1.2 Petrol,655900,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Aura,S 1.2 Amt Petrol,705800,FWD ,4,Sedan,Automatic,Petrol,5
Hyundai,Aura,Sx 1.2 Petrol,729900,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,804800,FWD ,4,Sedan,Automatic,Petrol,5
Hyundai,Aura,Sx (O) 1.2 Petrol,785900,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Aura,S 1.2 Cng Petrol (Cng +,728900,FWD ,4,Sedan,Manual,CNG_Petrol,5
Hyundai,Aura,Sx Plus 1.0 Petrol,854900,FWD ,4,Sedan,Manual,Petrol,5
Hyundai,Aura,S 1.2 Diesel,773800,FWD ,4,Sedan,Manual,Diesel,5
Hyundai,Aura,S 1.2 Amt Diesel,823700,FWD ,4,Sedan,Automatic,Diesel,5
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,922700,FWD ,4,Sedan,Automatic,Diesel,5
Hyundai,Aura,Sx (O) 1.2 Diesel,903800,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Polo,Trendline 1.0L (P),582000,FWD ,3,Hatchback,Manual,Petrol,5
Volkswagen,Polo,Comfortline 1.0 (P),676500,FWD ,3,Hatchback,Manual,Petrol,5
Volkswagen,Polo,Highline Plus 1.0 (P),776500,FWD ,3,Hatchback,Manual,Petrol,5
Volkswagen,Polo,Trendline 1.5L (D),734500,FWD ,4,Hatchback,Manual,Diesel,5
Volkswagen,Polo,Comfortline 1.5 (D),851500,FWD ,4,Hatchback,Manual,Diesel,5
Volkswagen,Polo,Highline Plus 1.5 (D),931500,FWD ,4,Hatchback,Manual,Diesel,5
Volkswagen,Polo,Gt Tsi,976000,FWD ,4,Hatchback,Automatic,Petrol,5
Volkswagen,Polo,Gt Tdi,988500,FWD ,4,Hatchback,Manual,Diesel,5
MarutiSuzuki,Dzire,Lxi,582613,FWD ,4,Sedan,Manual,Petrol,5
MarutiSuzuki,Dzire,Vxi,673112,FWD ,4,Sedan,Manual,Petrol,5
MarutiSuzuki,Dzire,Ldi,666622,FWD ,4,Sedan,Manual,Diesel,5
MarutiSuzuki,Dzire,Zxi,732113,FWD ,4,Sedan,Manual,Petrol,5
MarutiSuzuki,Dzire,Vdi,757622,FWD ,4,Sedan,Manual,Diesel,5
MarutiSuzuki,Dzire,Vxi Amt,720112,FWD ,4,Sedan,Automatic,Petrol,5
MarutiSuzuki,Dzire,Zdi Amt,863122,FWD ,4,Sedan,Automatic,Diesel,5
MarutiSuzuki,Dzire,Zdi,816622,FWD ,4,Sedan,Manual,Diesel,5
MarutiSuzuki,Dzire,Zxi Plus,821613,FWD ,4,Sedan,Manual,Petrol,5
MarutiSuzuki,Dzire,Zxi At,779113,FWD ,4,Sedan,Automatic,Petrol,5
MarutiSuzuki,Dzire,Zxi Plus Amt,868613,FWD ,4,Sedan,Automatic,Petrol,5
MarutiSuzuki,Dzire,Zdi Plus,906122,FWD ,4,Sedan,Manual,Diesel,5
MarutiSuzuki,Dzire,Vdi Amt,804622,FWD ,4,Sedan,Automatic,Diesel,5
MarutiSuzuki,Dzire,Zdi Plus Amt,952622,FWD ,4,Sedan,Automatic,Diesel,5
Ford,Freestyle,1.5L Tdci Ambiente,676400,FWD ,4,Crossover,Manual,Diesel,5
Ford,Freestyle,1.5L Tdci Titanium,790900,FWD ,4,Hatchback,Manual,Diesel,5
Ford,Freestyle,1.5L Tdci Titanium Plus,836400,FWD ,4,Hatchback,Manual,Diesel,5
Ford,Freestyle,1.2L Ti-Vct Ambiente,591400,FWD ,3,Hatchback,Manual,Petrol,5
Ford,Freestyle,1.2L Ti-Vct Titanium,721400,FWD ,3,Hatchback,Manual,Petrol,5
Ford,Freestyle,1.2L Ti-Vct Titanium Plus,756400,FWD ,3,Hatchback,Manual,Petrol,5
Ford,Freestyle,1.2L Ti-Vct Trend Plus,681400,FWD ,3,Crossover,Manual,Petrol,5
Ford,Freestyle,1.5L Tdci Trend Plus,745900,FWD ,3,Crossover,Manual,Diesel,5
Volkswagen,Ameo,Trendline 1.5L Tdi,711500,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Ameo,Comfortline 1.5L Tdi,810500,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,999900,FWD ,4,Sedan,Automatic,Diesel,5
Volkswagen,Ameo,Highline Plus 1.5L Tdi,925500,FWD ,4,Sedan,Manual,Diesel,5
Volkswagen,Ameo,Trendline 1.0L,594000,FWD ,3,Sedan,Manual,Petrol,5
Volkswagen,Ameo,Comfortline 1.0L,665000,FWD ,3,Sedan,Manual,Petrol,5
Volkswagen,Ameo,Highline Plus 1.0L,799900,FWD ,3,Sedan,Manual,Petrol,5
Volkswagen,Ameo,Gt Line Tdi Dsg,999900,FWD ,4,Sedan,Automatic,Diesel,5
Ford,Aspire,1.2 Ti-Vct Ambiente,598500,FWD ,4,Sedan,Manual,Petrol,5
Ford,Aspire,1.2 Ti-Vct Trend Plus,697400,FWD ,4,Sedan,Manual,Petrol,5
Ford,Aspire,1.2 Ti-Vct Trend,663400,FWD ,4,Sedan,Manual,Petrol,5
Ford,Aspire,1.5 Tdci Ambiente,699400,FWD ,4,Sedan,Manual,Diesel,5
Ford,Aspire,1.5 Tdci Trend,737400,FWD ,4,Sedan,Manual,Diesel,5
Ford,Aspire,1.5 Tdci Trend Plus,777400,FWD ,4,Sedan,Manual,Diesel,5
Ford,Aspire,1.5 Tdci Titanium,817400,FWD ,4,Sedan,Manual,Diesel,5
Ford,Aspire,1.5 Tdci Titanium Plus,862400,FWD ,4,Sedan,Manual,Diesel,5
Ford,Aspire,1.2 Ti-Vct Titanium Plus,782400,FWD ,4,Sedan,Manual,Petrol,5
Ford,Aspire,1.2 Ti-Vct Titanium,737400,FWD ,4,Sedan,Manual,Petrol,5
Ford,Aspire,1.2 Trend Plus Cng,758314,FWD ,4,Sedan,Manual,CNG,5
Ford,Aspire,1.2 Ti-Vct Blu,762400,FWD ,4,Sedan,Manual,Petrol,5
Ford,Aspire,1.5 Tdci Blu,842400,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Platinum Etios,G,627100,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Platinum Etios,V,718600,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Platinum Etios,Gd,734700,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Platinum Etios,Vd,828600,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Platinum Etios,Vxd,888400,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Platinum Etios,Vx,778400,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Platinum Etios,Gx,689600,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Platinum Etios,Gxd,799600,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Platinum Etios,Vxd Limited Edition,913400,FWD ,4,Sedan,Manual,Diesel,5
Toyota,Platinum Etios,Vx Limited Edition,803400,FWD ,4,Sedan,Manual,Petrol,5
Toyota,Etios Cross,V,802000,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Cross,G,650000,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Cross,Vd,797500,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Cross,Gd,766000,FWD ,4,Hatchback,Manual,Diesel,5
Toyota,Etios Cross,1.2 X Edition,668500,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Etios Cross,1.4 X Edition,816000,FWD ,4,Hatchback,Manual,Diesel,5
Mahindra,Verito Vibe,D2,657628,FWD ,4,Hatchback,Manual,Diesel,5
Mahindra,Verito Vibe,D4,685729,FWD ,4,Hatchback,Manual,Diesel,5
Mahindra,Verito Vibe,D6,750428,FWD ,4,Hatchback,Manual,Diesel,5
Fiat,Urban Cross,1.3 Multijet Active,677618,FWD ,4,Crossover,Manual,Diesel,5
Fiat,Urban Cross,1.3 Multijet Dynamic,739074,FWD ,4,Crossover,Manual,Diesel,5
Fiat,Urban Cross,1.4 T-Jet Emotion,977516,FWD ,4,Crossover,Manual,Petrol,5
Fiat,Urban Cross,1.3 Multijet Emotion,810211,FWD ,4,Crossover,Manual,Diesel,5
Toyota,Glanza,G Hybrid,721900,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Glanza,V,758200,FWD ,4,Hatchback,Manual,Petrol,5
Toyota,Glanza,G Cvt,829900,FWD ,4,Hatchback,CVT,Petrol,5
Toyota,Glanza,V Cvt,890200,FWD ,4,Hatchback,CVT,Petrol,5
Toyota,Glanza,G Mt,697900,FWD ,4,Hatchback,Manual,Petrol,5
Fiat,Avventura,Multijet Dynamic,796132,FWD ,4,Crossover,Manual,Diesel,5
Fiat,Avventura,Multijet Active,711801,FWD ,4,Crossover,Manual,Diesel,5
Fiat,Avventura,Multijet Emotion,876341,FWD ,4,Crossover,Manual,Diesel,5
Honda,Jazz,V Petrol,745000,FWD ,4,Hatchback,Manual,Petrol,5
Honda,Jazz,Vx Cvt,909000,FWD ,4,Hatchback,Automatic,Petrol,5
Honda,Jazz,Vx Petrol,789000,FWD ,4,Hatchback,Manual,Petrol,5
Honda,Jazz,V Cvt,865000,FWD ,4,Hatchback,Automatic,Petrol,5
Honda,Jazz,S Diesel,816500,FWD ,4,Hatchback,Manual,Diesel,5
Honda,Jazz,V Diesel,896500,FWD ,4,Hatchback,Manual,Diesel,5
Honda,Jazz,Vx Diesel,940500,FWD ,4,Hatchback,Manual,Diesel,5
Honda,Jazz,Exclusive Edition Cvt,928000,FWD ,4,Hatchback,Automatic,Petrol,5
Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,AWD ,4,SUV,Automatic,Diesel,5
Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,2760000,AWD ,4,SUV,Automatic,Diesel,5
Mahindra,Alturas G4,2Wd At,2770150,FWD ,4,SUV,Automatic,Diesel,7
Mahindra,Alturas G4,4Wd At,3070150,4WD,4,SUV,Automatic,Diesel,7
Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,2814500,AWD ,4,SUV,Automatic,Diesel,5
Volkswagen,Tiguan,Highline 2.0L Tdi Amt,3153500,AWD ,4,SUV,Automatic,Diesel,5
Honda,Cr-V,2Wd Petrol Cvt,2827001,FWD ,4,SUV,Automatic,Petrol,5
Honda,Cr-V,2Wd Diesel At,3067001,FWD ,4,SUV,Automatic,Diesel,7
Honda,Cr-V,Awd Diesel At,3277001,AWD ,4,SUV,Automatic,Diesel,7
Skoda,Superb Sportline,Sportline 1.8L Tsi At,2899599,FWD ,4,Sedan,Automatic,Petrol,5
Skoda,Superb Sportline,Sportline 2.0L Tdi At,3149599,FWD ,4,Sedan,Automatic,Diesel,5
Audi,A3,35 Tdi Premium Plus,3021200,FWD ,4,Sedan,Automatic,Diesel,5
Audi,A3,35 Tdi Technology,3221200,FWD ,4,Sedan,Automatic,Diesel,5
Audi,A3,35 Tfsi Premium Plus,2920750,FWD ,4,Sedan,Automatic,Petrol,5
Audi,A3,35 Tfsi Technology,3120750,FWD ,4,Sedan,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz B-Class,B 180 Sport,2988311,FWD ,4,MPV,Automatic,Petrol,5
MercedesBenz,Mercedes-Benz B-Class,B 200 Cdi Sport,3089851,FWD ,4,MPV,Automatic,Diesel,5
